,date,type,registration,operator,fat.,location,Unnamed: 6,pic,cat,url
1717,13-MAY-2019,DHC-3T Vazar Turbine Otter,N959PA,Taquan Air,1,"near Ketchikan, AK",,,A1,https://aviation-safety.net/database/record.php?id=20190513-0
1718,18-MAY-2019,Gulfstream American G-1159 Gulfstre,unreg.,private,0,Chico de Cha...,,,C1,https://aviation-safety.net/database/record.php?id=20190518-0
1719,22-MAY-2019,Antonov An-2R,RA-68161,private,0,Zhuravskoye,,,A1,https://aviation-safety.net/database/record.php?id=20190522-0
1720,22-MAY-2019,Cessna S550 Citation S/II,N311G,private,2,near Indianapolis...,,,A1,https://aviation-safety.net/database/record.php?id=20190522-1
1721,24-MAY-2019,Cessna 560 Citation Encore,N832R,Jet Sales LLC,1,near Fort Lauderd...,,,A1,https://aviation-safety.net/database/record.php?id=20190524-0
1722,29-MAY-2019,Antonov An-124-100,5A-DKN,Libyan Air Cargo,0,Tripoli Inte...,,,C1,https://aviation-safety.net/database/record.php?id=20190529-0
1723,03-JUN-2019,Antonov An-32,K2752,Indian AF,13,near Lipo,,,A1,https://aviation-safety.net/database/record.php?id=20190603-0
1724,07-JUN-2019,Antonov An-2T,UR-KAU,TSO Ukrayiny,0,Svyatoshyns'...,,,A2,https://aviation-safety.net/database/record.php?id=20190607-0
1725,09-JUN-2019,Antonov An-2R,RA-81519,Feniks,0,"near Kyren, Tunki...",,,A2,https://aviation-safety.net/database/record.php?id=20190609-0
1726,09-JUN-2019,Boeing 737-924ER (WL),N75436,United Airlines,0,Denver Inter...,,,A2,https://aviation-safety.net/database/record.php?id=20190609-1
1727,11-JUN-2019,CASA C-212 Aviocar 200,N603AR,EP Aviation,0,Kiunga Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20190611-0
1728,13-JUN-2019,Beech B200 Super King Air,,Unknown,0,"Río Chixoy, ...",,,A1,https://aviation-safety.net/database/record.php?id=20190613-0
1729,15-JUN-2019,Boeing 757-224 (WL),N26123,United Airlines,0,Newark-Liber...,,,A1,https://aviation-safety.net/database/record.php?id=20190615-0
1730,15-JUN-2019,ATR 42-320,PR-MPN,MAP Linhas Aéreas,0,Manaus-Eduar...,,,A1,https://aviation-safety.net/database/record.php?id=20190615-1
1731,17-JUN-2019,Cessna 680 Citation Sovereign,LV-CIQ,Banco Macro,0,Joaquín V. G...,,,A2,https://aviation-safety.net/database/record.php?id=20190617-0
1732,17-JUN-2019,Boeing 737-8H4 (WL),N8608N,Southwest Airlines,0,Pittsburgh-G...,,,A2,https://aviation-safety.net/database/record.php?id=20190617-1
1733,20-JUN-2019,Antonov An-2R,UP-A0116,Navigator,1,near Rodina villa...,,,A1,https://aviation-safety.net/database/record.php?id=20190620-0
1734,21-JUN-2019,Basler Turbo 67 (DC-3T),C-FKGL,North Star Air,0,near Fort Hope Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20190621-0
1735,23-JUN-2019,Antonov An-2R,UR-43983,Phoenix Air,0,"near Mlyny, Polta...",,,A1,https://aviation-safety.net/database/record.php?id=20190623-0
1736,24-JUN-2019,Hawker Siddeley HS-125-400,,Unknown,0,Parque Nacio...,,,O1,https://aviation-safety.net/database/record.php?id=20190624-0
1737,26-JUN-2019,Rockwell Sabreliner 65,N65HH,Yankee Dawdle LLC,0,Sacramento-M...,,,A1,https://aviation-safety.net/database/record.php?id=20190626-0
1738,27-JUN-2019,Antonov An-24RV,RA-47366,Angara Airlines,2,Nizhneangars...,,,A1,https://aviation-safety.net/database/record.php?id=20190627-0
1739,05-NOV-2019,Learjet 35A,XA-VBD,USMX AirLink,0,San Jose Cab...,,,A2,https://aviation-safety.net/database/record.php?id=20191105-0
1740,11-NOV-2019,Embraer EMB-145LR (ERJ-145LR),N619AE,"American Eagle, opb Envoy Air",0,Chicago-O'Ha...,,,A2,https://aviation-safety.net/database/record.php?id=20191111-0
1741,11-NOV-2019,BAe-125-700A,(N237DX),private,0,Petén,,,C1,https://aviation-safety.net/database/record.php?id=20191111-1
1742,11-NOV-2019,DHC-8-315Q MPA,VH-ZZE,"Surveillance Australia, opf Australian Border Force",0,Darwin Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20191111-2
1743,14-NOV-2019,Cessna 550 Citation II,PT-LTJ,private,5,Maraú-Barra ...,,,A1,https://aviation-safety.net/database/record.php?id=20191114-0
1744,15-NOV-2019,Cessna 525B CitationJet CJ3,N973CG,Pilot Point Consultancy,0,San Antonio ...,,,A1,https://aviation-safety.net/database/record.php?id=20191115-0
1745,15-NOV-2019,Cessna 560 Citation Encore,N777HW,ETG Aviation,0,San Antonio ...,,,A1,https://aviation-safety.net/database/record.php?id=20191115-1
1746,16-NOV-2019,Boeing 777-3B5ER,HL7204,Korean Air,0,Frankfurt In...,,,A2,https://aviation-safety.net/database/record.php?id=20191116-0
1747,16-NOV-2019,Airbus A330-243,V5-ANO,Air Namibia,0,Frankfurt In...,,,A2,https://aviation-safety.net/database/record.php?id=20191116-1
1748,21-NOV-2019,Gulfstream G150,TC-AEH,Tahe Havacilik,0,Odessa-Centr...,,,A2,https://aviation-safety.net/database/record.php?id=20191121-0
1749,21-NOV-2019,Boeing 737-8F2 (WL),TC-JGZ,THY,0,Odessa-Centr...,,,A1,https://aviation-safety.net/database/record.php?id=20191121-1
1750,22-NOV-2019,Boeing 737-401,YV3012,Avior,0,Bogotá-Eldor...,,,A1,https://aviation-safety.net/database/record.php?id=20191122-0
1751,23-NOV-2019,Beech B200 King Air,(XB-PYB),private,0,Saint-Jean d...,,,A1,https://aviation-safety.net/database/record.php?id=20191123-1
1752,24-NOV-2019,Dornier 228-201,9S-GNH,Busy Bee Congo,21+ 6,near Goma Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20191124-0
1753,26-NOV-2019,Cessna 208 Grand Caravan,,Tropicair,0,Gasmata,,,H2,https://aviation-safety.net/database/record.php?id=20191126-0
1754,01-DEC-2019,Beech B99,C6-FER,Flamingo Air Charter,0,Black Point ...,,,A2,https://aviation-safety.net/database/record.php?id=20191201-0
1755,01-DEC-2019,BAe-125-700A,N949CL,private,0,"near El Picudo, S...",,,C1,https://aviation-safety.net/database/record.php?id=20191201-1
1756,02-DEC-2019,BAe-125-700A,false reg.,private,0,near San Andrés V...,,,A1,https://aviation-safety.net/database/record.php?id=20191202-0
1757,03-DEC-2019,Basler Turbo 67 (DC-3T),C-FKAL,North Star Air,0,near Sachigo Lake...,,,A2,https://aviation-safety.net/database/record.php?id=20191203-0
1758,03-DEC-2019,BAe-125-800A,N469RJ,Business Jet Managers Inc,0,Detroit-Cole...,,,A2,https://aviation-safety.net/database/record.php?id=20191203-1
1759,04-DEC-2019,Beech 200 Super King Air,,private,2,"Sayaxché, Petén",,,C1,https://aviation-safety.net/database/record.php?id=20191204-0
1760,06-DEC-2019,BAe-125-800A,(N293WB),private,0,"near Chan Chen, C...",,,C1,https://aviation-safety.net/database/record.php?id=20191206-0
1761,09-DEC-2019,Cessna 208B Super Cargomaster,N4602B,Martinaire,1,near Victoria Reg...,,,A1,https://aviation-safety.net/database/record.php?id=20191209-0
1762,09-DEC-2019,Lockheed C-130H Hercules,990,Chilean AF,38,near King George ...,,,A1,https://aviation-safety.net/database/record.php?id=20191209-1
1763,10-DEC-2019,DHC-8-402Q Dash 8,ET-AQC ?,Ethiopian Airlines,0,Juba Airport...,,,A2,https://aviation-safety.net/database/record.php?id=20191210-0
1764,15-DEC-2019,Grumman American G-1159 Gulfstream,(XB-BZH),private,0,Quiché,,,C1,https://aviation-safety.net/database/record.php?id=20191215-0
1765,16-DEC-2019,Beech 200 Super King Air,,private,0,Sarteneja ai...,,,C1,https://aviation-safety.net/database/record.php?id=20191216-0
1766,17-DEC-2019,Beech B300 King Air 350,N160RW,Ritch Air,0,Visalia Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20191217-0
1767,18-DEC-2019,Beech 200 Super King Air,,private,0,"El Chico, Re...",,,C1,https://aviation-safety.net/database/record.php?id=20191218-0
1768,18-DEC-2019,Cessna 525A CitationJet CJ2,C-GOJG,C-GHGR Holdings,0,"near Scottsbluff, NE",,,A2,https://aviation-safety.net/database/record.php?id=20191218-1
1769,18-DEC-2019,Beech 200 Super King Air,N72MM,WL Aviation LLC,0,Fresno Yosem...,,,C1,https://aviation-safety.net/database/record.php?id=20191218-2
1770,19-DEC-2019,Beech A100 King Air,YV1104,private,9,near Charallave-Ó...,,,A1,https://aviation-safety.net/database/record.php?id=20191219-0
1771,22-DEC-2019,Boeing 737-824 (WL),N87513,United Airlines,0,Denver Inter...,,,A2,https://aviation-safety.net/database/record.php?id=20191222-0
1772,24-DEC-2019,Cessna 208B Grand Caravan,XA-TWN,Calafia Airlines,2,near Tastiota,,,A1,https://aviation-safety.net/database/record.php?id=20191224-0
1773,27-DEC-2019,Fokker 100,UP-F1007,Bek Air,12,near Almaty Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20191227-0
1774,27-DEC-2019,Cirrus SF50 Vision Jet,N52CV,private,0,Santa Monica...,,,A1,https://aviation-safety.net/database/record.php?id=20191227-1
1775,28-DEC-2019,Let L-410UVP-E,9S-GDX,Air Fast Congo,0,Kamina Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20191228-0
1776,29-DEC-2019,Cessna 560XL Citation XLS,LV-FQD,Sunny Sky,0,"near Otamendi, BA",,,A2,https://aviation-safety.net/database/record.php?id=20191229-1
1777,27-JUN-2019,BAe 3212 Jetstream 31,YV2536,Transmandu,0,Canaima Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20190627-1
1778,28-JUN-2019,Saab 340A,C6-VIP,Western Air,0,Nassau-Lynde...,,,O2,https://aviation-safety.net/database/record.php?id=20190628-0
1779,29-JUN-2019,Cessna 208B Grand Caravan,N80JF,ISR Aviation,0,Plant City-B...,,,A2,https://aviation-safety.net/database/record.php?id=20190629-0
1780,30-JUN-2019,Beech B300 King Air 350i,N534FF,EE Operations LLC,10,Dallas-Addis...,,,A1,https://aviation-safety.net/database/record.php?id=20190630-0
1781,30-JUN-2019,Antonov An-2T,RF-00105,"DOSAAF, Gvardeysky ATSK",0,near Gvardeysky,,,A2,https://aviation-safety.net/database/record.php?id=20190630-1
1782,30-JUN-2019,Dassault Falcon 900B,N908CA,Warren Transportation LLC,0,Dallas-Addis...,,,O1,https://aviation-safety.net/database/record.php?id=20190630-2
1783,01-JUL-2019,Boeing 737-85R,VT-SYK,SpiceJet,0,Mumbai-Chhat...,,,A1,https://aviation-safety.net/database/record.php?id=20190701-0
1784,08-JUL-2019,Airbus A320-214,5A-ONA,Afriqiyah Airways,0,Tripoli-Miti...,,,C2,https://aviation-safety.net/database/record.php?id=20190708-0
1785,08-JUL-2019,Cessna 208B Grand Caravan,N9448B,Grant Aviation,0,Bethel Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20190708-1
1786,08-JUL-2019,Canadair CL-415,C-FAWQ,Gouvernement du Québec,0,near Roberval Air...,,,A2,https://aviation-safety.net/database/record.php?id=20190708-2
1787,09-JUL-2019,Airbus A320-214 (WL),OE-IVQ,easyJet Europe,0,Amsterdam-Sc...,,,A2,https://aviation-safety.net/database/record.php?id=20190709-0
1788,09-JUL-2019,Boeing 737-8K2 (WL),PH-BXH,KLM,0,Amsterdam-Sc...,,,A2,https://aviation-safety.net/database/record.php?id=20190709-1
1789,09-JUL-2019,Antonov An-2,unreg.,Unknown,0,"near Raduga, Novo...",,,A1,https://aviation-safety.net/database/record.php?id=20190709-2
1790,12-JUL-2019,Cessna 525 CitationJet,N262BK,Omicron Business Services,0,Orlando Exec...,,,A2,https://aviation-safety.net/database/record.php?id=20190712-0
1791,13-JUL-2019,Beech B200 Super King Air,,Unknown,0,Graham Creek...,,,C1,https://aviation-safety.net/database/record.php?id=20190713-0
1792,16-JUL-2019,Antonov An-2,RA-3098K,Unknown,0,Novoshchedri...,,,A1,https://aviation-safety.net/database/record.php?id=20190716-0
1793,17-JUL-2019,Cessna 550 Citation II,N320JT,Avia Jet LLC,0,Mesquite Mun...,,,A1,https://aviation-safety.net/database/record.php?id=20190717-0
1794,19-JUL-2019,DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,0,Edmonton Int...,,,A2,https://aviation-safety.net/database/record.php?id=20190719-0
1795,20-JUL-2019,ATR 42-500,AP-BHP,PIA,0,Gilgit Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20190720-0
1796,23-JUL-2019,Boeing 737-36N (WL),5N-BQO,Air Peace,0,Lagos-Murtal...,,,A2,https://aviation-safety.net/database/record.php?id=20190723-0
1797,25-JUL-2019,Ilyushin Il-76TD,UR-CRP,Europe Air,0,Al Jufra Air...,,,C1,https://aviation-safety.net/database/record.php?id=20190725-0
1798,25-JUL-2019,Ilyushin Il-76TD,UR-CMC,Europe Air,1,Al Jufra Air...,,,C1,https://aviation-safety.net/database/record.php?id=20190725-1
1799,26-JUL-2019,Cessna 208 Caravan 675,C-GURL,Seair Seaplanes,4,Addenbroke I...,,,A1,https://aviation-safety.net/database/record.php?id=20190726-0
1800,27-JUL-2019,Swearingen SA227-AC Metro III,N681TR,Sierra West Airlines,0,El Paso Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20190727-0
1801,30-JUL-2019,Beech B300 King Air 350i,766,Pakistan Army Aviation Corps,5+ 14,"Mora Kalu, R...",,,A1,https://aviation-safety.net/database/record.php?id=20190730-0
1802,30-JUL-2019,Antonov An-72P,032,Equatorial Guinea AF,0,near Grand Batanga,,,A1,https://aviation-safety.net/database/record.php?id=20190730-1
1803,30-JUL-2019,Airbus A319-114,D-AILR,Lufthansa,0,Frankfurt In...,,,A1,https://aviation-safety.net/database/record.php?id=20190730-2
1804,30-JUL-2019,Avro RJ85,VH-NJW,Cobham Aviation Services,0,Perth Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20190730-3
1805,31-JUL-2019,Bombardier CRJ-900ER,N947LR,"American Eagle, opb Mesa Airlines",0,Dallas/Fort ...,,,A2,https://aviation-safety.net/database/record.php?id=20190731-0
1806,01-AUG-2019,Douglas C-118A Liftmaster (DC-6A),N451CE,Everts Air Cargo,0,Candle 2 Air...,,,A2,https://aviation-safety.net/database/record.php?id=20190801-0
1807,02-AUG-2019,Airbus A340-313,HB-JMF,Edelweiss Air,0,Vancouver In...,,,A2,https://aviation-safety.net/database/record.php?id=20190802-0
1808,02-AUG-2019,Boeing 787-8,C-GHPU,Air Canada,0,Vancouver In...,,,A2,https://aviation-safety.net/database/record.php?id=20190802-1
1809,02-AUG-2019,Shijiazhuang Y-5B(D),B-50OC,Liaoning Star General Aviation,0,Longmen Farm...,,,A2,https://aviation-safety.net/database/record.php?id=20190802-2
1810,04-AUG-2019,Antonov An-2,RT-15-305,DOSAAF,1,near Fakhrabad,,,A1,https://aviation-safety.net/database/record.php?id=20190804-0
1811,06-AUG-2019,Cessna 560XLS+ Citation XLS+,D-CAWM,Aerowest,0,Aarhus Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20190806-0
1812,06-AUG-2019,Ilyushin Il-76TD,UR-COZ,SkyAviatrans,0,Misrata Inte...,,,C1,https://aviation-safety.net/database/record.php?id=20190806-1
1813,06-AUG-2019,Cessna 208B Grand Caravan,5H-NOW,Tropical Air,0,Mafia Airpor...,,,A1,https://aviation-safety.net/database/record.php?id=20190806-2
1814,06-AUG-2019,Cessna 208B Supervan 900,C-FSKF,Alkan Air,2,near Mayo Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20190806-3
1815,06-AUG-2019,Cessna 510 Citation Mustang,CC-ANR,private,1,near Los Ángeles-...,,,A1,https://aviation-safety.net/database/record.php?id=20190806-4
1816,06-AUG-2019,Boeing 737-924ER (WL),N37437,United Airlines,0,San Francisc...,,,A2,https://aviation-safety.net/database/record.php?id=20190806-5
1817,06-AUG-2019,Airbus A320-232,N432UA,United Airlines,0,San Francisc...,,,A2,https://aviation-safety.net/database/record.php?id=20190806-6
1818,07-AUG-2019,HS-125/BAe-125,,Unknown,0,"Las Pilas, C...",,,C1,https://aviation-safety.net/database/record.php?id=20190807-0
1819,07-AUG-2019,BAe 3201 Jetstream 32,HK-4540,SARPA,0,Bahía Solano...,,,A1,https://aviation-safety.net/database/record.php?id=20190807-1
1820,08-AUG-2019,Airbus A321-211 (WL),N717FR,Frontier Airlines,0,Orlando Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20190808-0
1821,10-AUG-2019,Canadair Challenger 601,N602TS,private,0,Nassau-Lynde...,,,A2,https://aviation-safety.net/database/record.php?id=20190810-0
1822,12-AUG-2019,Boeing 787-9,G-CKWB,Norwegian Air UK,0,London-Gatwi...,,,A2,https://aviation-safety.net/database/record.php?id=20190812-0
1823,14-AUG-2019,Beech Super King Air,XB-...,Unknown,0,"El Ramonal, ...",,,C1,https://aviation-safety.net/database/record.php?id=20190814-0
1824,14-AUG-2019,DHC-6 Twin Otter 200,T-82,Argentine AF,0,near Base Marambio,,,A2,https://aviation-safety.net/database/record.php?id=20190814-1
1825,15-AUG-2019,Airbus A321-211,VQ-BOZ,Ural Airlines,0,near Zhukovsky In...,,,A1,https://aviation-safety.net/database/record.php?id=20190815-0
1826,15-AUG-2019,Cessna 680A Citation Latitude,N8JR,JRM Air LLC,0,Elizabethton...,,,A1,https://aviation-safety.net/database/record.php?id=20190815-1
1827,15-AUG-2019,DHC-6 Twin Otter 300,N322AV,Berry Aviation,0,San Marcos R...,,,A2,https://aviation-safety.net/database/record.php?id=20190815-2
1828,16-AUG-2019,DHC-8-200,5Y-SLM,SafariLink,0,Kichwa Tembo...,,,A2,https://aviation-safety.net/database/record.php?id=20190816-0
1829,18-AUG-2019,Boeing 757-251 (WL),N543US,Delta Air Lines,0,Ponta Delgad...,,,A2,https://aviation-safety.net/database/record.php?id=20190818-0
1830,18-AUG-2019,Cessna 208B Grand Caravan EX,N879MA,Mokulele Airlines,0,Kapalua Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20190818-1
1831,21-AUG-2019,Cessna 560XL Citation Excel,N91GY,Delta Private Jets,0,Oroville Air...,,,A1,https://aviation-safety.net/database/record.php?id=20190821-0
1832,21-AUG-2019,Cessna 208B Cargomaster,C-FEXE,Morningstar Air Express,0,Vancouver In...,,,A2,https://aviation-safety.net/database/record.php?id=20190821-1
1833,21-AUG-2019,Cessna 750 Citation X,1060,Venezuela AF,0,Caracas/La C...,,,A1,https://aviation-safety.net/database/record.php?id=20190821-2
1834,22-AUG-2019,Airbus A380-861,A6-EOP,Emirates,0,Dubai Airpor...,,,O2,https://aviation-safety.net/database/record.php?id=20190822-0
1835,23-AUG-2019,Antonov An-2T,OK-TIR,Club Tiroler Adler,0,Gmunden Airf...,,,A2,https://aviation-safety.net/database/record.php?id=20190823-0
1836,25-AUG-2019,Lockheed C-130A Hercules,N119TG,International Air Response,0,Santa Barbar...,,,A2,https://aviation-safety.net/database/record.php?id=20190825-0
1837,27-AUG-2019,Cessna 560XL Citation Excel,VT-AVV,Air Charter Services,0,Aligarh Airport,,,A1,https://aviation-safety.net/database/record.php?id=20190827-0
1838,27-AUG-2019,Airbus A330-343,B-5958,Air China,0,Beijing-Capi...,,,A1,https://aviation-safety.net/database/record.php?id=20190827-1
1839,28-AUG-2019,Antonov An-2R,RA-40389,private,0,Selektsionny...,,,A1,https://aviation-safety.net/database/record.php?id=20190828-0
1840,28-AUG-2019,Cessna 525 CitationJet CJ1+,D-ICEY,Lenox Handels und Speditions,0,Egelsbach Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20190828-1
1841,30-AUG-2019,Antonov An-2R,RA-33061,private,2,Lake Syuryun...,,,A1,https://aviation-safety.net/database/record.php?id=20190830-0
1842,31-AUG-2019,Cessna 510 Citation Mustang,N551WH,Star Jet,0,El Monte-San...,,,A1,https://aviation-safety.net/database/record.php?id=20190831-0
1843,01-SEP-2019,Beech B300 King Air 350,RP-C2296,Lionair Inc.,9,"Pansol, Cala...",,,A1,https://aviation-safety.net/database/record.php?id=20190901-0
1844,01-SEP-2019,Airbus A330-202,5A-LAU,Libyan Airlines,0,Tripoli-Miti...,,,C2,https://aviation-safety.net/database/record.php?id=20190901-1
1845,02-SEP-2019,BAe-125-700A,XB-PTW,private,2,near Nueva Cajolá,,,A1,https://aviation-safety.net/database/record.php?id=20190902-0
1846,05-SEP-2019,Cessna 560XLS+ Citation XLS+,OE-GES,Skyline Aviation,0,Milano-Malpe...,,,A1,https://aviation-safety.net/database/record.php?id=20190905-0
1847,07-SEP-2019,ATR 72-212A (ATR 72-600),HK-5041,"Regional Express Américas, opf Avianca",0,Manizales-La...,,,A2,https://aviation-safety.net/database/record.php?id=20190907-0
1848,11-SEP-2019,Convair CV-440,N24DR,Ferreteria e Implementos San Francisco,2,near Toledo-Expre...,,,A1,https://aviation-safety.net/database/record.php?id=20190911-0
1849,11-SEP-2019,Cessna 208 Caravan I,D-FIDI,", op.for GoJump",1,near Gransee Airf...,,,A1,https://aviation-safety.net/database/record.php?id=20190911-1
1850,11-SEP-2019,BAe-125-700A,XB-SMV,private,0,"Chencoh, Ho...",,,C2,https://aviation-safety.net/database/record.php?id=20190911-2
1851,16-SEP-2019,Cessna 208B Grand Caravan,PT-MHC,TwoFlex,0,near Manaus-Eduar...,,,A1,https://aviation-safety.net/database/record.php?id=20190916-0
1852,18-SEP-2019,Viking Air DHC-6-400 Twin Otter,PK-CDC,"Rimbun Air, opb Carpediem Aviation",4,near Kampung Mamo...,,,A1,https://aviation-safety.net/database/record.php?id=20190918-0
1853,20-SEP-2019,Cessna 208B Grand Caravan,N895SF,private,0,Pepperell Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20190920-0
1854,23-SEP-2019,Cessna 208B Grand Caravan EX,5H-AAM,Auric Air,2,Seronera Air...,,,A1,https://aviation-safety.net/database/record.php?id=20190923-0
1855,23-SEP-2019,BN-2A-27 Islander,VP-MNI,FlyMontserrat,0,Montserrat-J...,,,A2,https://aviation-safety.net/database/record.php?id=20190923-1
1856,24-SEP-2019,Cessna 208 Caravan,1917,Royal Rainmaking and Agricultural Aviation,2,"Moo 2, Sai Y...",,,A1,https://aviation-safety.net/database/record.php?id=20190924-0
1857,24-SEP-2019,Cessna 208B Grand Caravan,YVO134,Bolívar Government,0,San Salvador...,,,A2,https://aviation-safety.net/database/record.php?id=20190924-1
1858,30-SEP-2019,Gulfstream American G-1159 Gulfstre,XB-PVO,private,0,"Blue Creek, ...",,,A1,https://aviation-safety.net/database/record.php?id=20190930-0
1859,30-SEP-2019,Antonov An-12BK,UR-CKL,Cavok Air,0,Liverpool In...,,,A2,https://aviation-safety.net/database/record.php?id=20190930-1
1860,02-OCT-2019,Boeing B-17G Flying Fortress,N93012,The Collings Foundation,7,Windsor Lock...,,,A1,https://aviation-safety.net/database/record.php?id=20191002-0
1861,04-OCT-2019,Antonov An-12BK,UR-CAH,Ukraine Air Alliance,5,near Lviv-Danylo ...,,,A1,https://aviation-safety.net/database/record.php?id=20191004-0
1862,07-OCT-2019,Honda HA-420 HondaJet,N166HJ,Pro by Air,0,Charleston I...,,,A2,https://aviation-safety.net/database/record.php?id=20191007-0
1863,07-OCT-2019,Hawker 800XP,N86MN,Delta Private Jets,0,Fort Myers-S...,,,A2,https://aviation-safety.net/database/record.php?id=20191007-1
1864,10-OCT-2019,Antonov An-72,EK-72903,D.R. Congo AF,8,near Kole,,,A1,https://aviation-safety.net/database/record.php?id=20191010-0
1865,11-OCT-2019,Fokker 50,5Y-IZO,Silverstone Air Services,0,near Nairobi-Wils...,,,A1,https://aviation-safety.net/database/record.php?id=20191011-0
1866,11-OCT-2019,DHC-6 Twin Otter 100,N166DH,Skydive Georgia,0,Cedartown-Po...,,,A2,https://aviation-safety.net/database/record.php?id=20191011-1
1867,17-OCT-2019,Saab 2000,N686PA,PenAir,1,Unalaska-Tom...,,,A1,https://aviation-safety.net/database/record.php?id=20191017-0
1868,18-OCT-2019,Douglas DC-3C,N437GB,Atlantic Air Cargo,0,near Nassau-Lynde...,,,A1,https://aviation-safety.net/database/record.php?id=20191018-0
1869,18-OCT-2019,Airbus CC-150 Polaris (A310-300),15001,RCAF,0,Trenton Cana...,,,O1,https://aviation-safety.net/database/record.php?id=20191018-1
1870,22-OCT-2019,Basler Turbo 67 (DC-3T),FAS116,Salvadorian AF,0,San Salvador...,,,A2,https://aviation-safety.net/database/record.php?id=20191022-0
1871,22-OCT-2019,Canadair CRJ-200LR,N8837B,"Endeavor Air, opf Delta Connection",0,near Atlanta Hart...,,,A2,https://aviation-safety.net/database/record.php?id=20191022-1
1872,25-OCT-2019,Beech 200 Super King Air,,private,0,"Palajuyú, Si...",,,A1,https://aviation-safety.net/database/record.php?id=20191025-0
1873,25-OCT-2019,Rockwell Sabreliner 65,N465BC,private,0,"Sipacate, Es...",,,A1,https://aviation-safety.net/database/record.php?id=20191025-1
1874,26-OCT-2019,DHC-3T/M601 Turbine Otter,C-GBTU,Blue Water Aviation Services,3,"Family Lake,...",,,A1,https://aviation-safety.net/database/record.php?id=20191026-0
1875,27-OCT-2019,Let L-410UVP,YI-BYO,Abeer Air Services,0,Kolnyang County,,,A1,https://aviation-safety.net/database/record.php?id=20191027-0
1876,27-OCT-2019,Gulfstream American G-1159 Gulfstre,(N530GA),private,0,Vista Hermos...,,,C1,https://aviation-safety.net/database/record.php?id=20191027-1
1877,02-JAN-2020,Antonov An-12A,-,Sudan AF,18,near Geneina Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20200102-0
1878,03-JAN-2020,Harbin Yunshuji Y-12 II,SCL-857,Sri Lanka AF,4,near Haputale,,,A1,https://aviation-safety.net/database/record.php?id=20200103-0
1879,03-JAN-2020,Hawker 900XP,N805D,Million Air San Juan,0,San Juan-Fer...,,,A1,https://aviation-safety.net/database/record.php?id=20200103-1
1880,04-JAN-2020,Beech B200 King Air,N200HF,"L.C. Whitford Co., Inc.",0,Morristown M...,,,A2,https://aviation-safety.net/database/record.php?id=20200104-0
1881,05-JAN-2020,Beech B300 King Air 350,,L3 Technologies,2,Manda Bay-Ca...,,,C1,https://aviation-safety.net/database/record.php?id=20200105-0
1882,08-JAN-2020,Boeing 737-8KV (WL),UR-PSR,Ukraine International Airlines,176,near Sabashahr,,,C1,https://aviation-safety.net/database/record.php?id=20200108-0
1883,08-JAN-2020,Boeing 737-823 (WL),N929NN,American Airlines,0,New York-La ...,,,A2,https://aviation-safety.net/database/record.php?id=20200108-1
1884,09-JAN-2020,Lockheed C-130BZ Hercules,403,South African AF,0,Goma Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20200109-0
1885,10-JAN-2020,Airbus A321-231 (WL),VQ-BRS,Nordwind Airlines,0,Antalya Airp...,,,A1,https://aviation-safety.net/database/record.php?id=20200110-0
1886,16-JAN-2020,Beech B200 King Air,N547LM,LifeMed Alaska,0,near Unalaska-Tom...,,,A1,https://aviation-safety.net/database/record.php?id=20200116-0
1887,19-JAN-2020,Swearingen SA227-AC Metro III,C-GWVH,Perimeter Aviation,0,Shamattawa A...,,,A2,https://aviation-safety.net/database/record.php?id=20200119-0
1888,20-JAN-2020,DHC-8-314,C-GXAI,Air Inuit,0,Scheffervill...,,,A2,https://aviation-safety.net/database/record.php?id=20200120-0
1889,23-JAN-2020,Lockheed EC-130Q Hercules,N134CG,Coulson Aviation,3,"near Cooma, NSW",,,A1,https://aviation-safety.net/database/record.php?id=20200123-0
1890,23-JAN-2020,Cessna S550 Citation S/II,ZS-CAR,S.A. CAA,3,near Friemersheim,,,A1,https://aviation-safety.net/database/record.php?id=20200123-1
1891,24-JAN-2020,Gulfstream G150,N373ML,Compass Aviation LLC,0,San Juan-Fer...,,,A2,https://aviation-safety.net/database/record.php?id=20200124-0
