,date,type,registration,operator,fat.,location,Unnamed: 6,pic,cat,url
1892,27-JAN-2020,MD-83,EP-CPZ,Caspian Airlines,0,Bandar Mahsh...,,,A1,https://aviation-safety.net/database/record.php?id=20200127-0
1893,27-JAN-2020,Bombardier E-11A (Global Express),11-9358,USAF,2,near Sharana FOB,,,A1,https://aviation-safety.net/database/record.php?id=20200127-1
1894,31-JAN-2020,Bombardier DHC-8-402Q Dash 8,C-FKWE,WestJet Encore,0,Terrace Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20200131-0
1895,01-FEB-2020,Boeing 747-412F (SCD),TC-MCT,"ACT Airlines, opf Saudi Arabian",0,Dammam-King ...,,,A2,https://aviation-safety.net/database/record.php?id=20200201-0
1896,03-FEB-2020,Boeing 767-375ER,C-GHOZ,Air Canada,0,Madrid-Baraj...,,,I2,https://aviation-safety.net/database/record.php?id=20200203-0
1897,03-FEB-2020,Boeing 747-412BCF,N703CK,Kalitta Air,0,Los Angeles ...,,,A2,https://aviation-safety.net/database/record.php?id=20200203-1
1898,04-FEB-2020,Cessna 208B Grand Caravan,N454SF,Grant Aviation,0,Hooper Bay A...,,,A2,https://aviation-safety.net/database/record.php?id=20200204-0
1899,05-FEB-2020,Boeing 737-86J (WL),TC-IZK,Pegasus Airlines,3,Istanbul-Sab...,,,A1,https://aviation-safety.net/database/record.php?id=20200205-0
1900,06-FEB-2020,Cessna 208B Grand Caravan,N24MG,Redding Aero Enterprises Inc.,0,near Eureka-Murra...,,,A2,https://aviation-safety.net/database/record.php?id=20200206-0
1901,07-FEB-2020,Boeing 757-256 (WL),TF-FIA,Icelandair,0,Keflavík Int...,,,A2,https://aviation-safety.net/database/record.php?id=20200207-0
1902,07-FEB-2020,Cessna 208B Super Cargomaster,N988FX,"Mountain Air Cargo, opf FedEx",0,Baltimore/Wa...,,,A2,https://aviation-safety.net/database/record.php?id=20200207-1
1903,08-FEB-2020,Cessna 501 Citation I/SP,N501RG,Remonia Air,4,"near Fairmount, GA",,,A1,https://aviation-safety.net/database/record.php?id=20200208-0
1904,08-FEB-2020,Beech 200 Super King Air,CC-COT,Transportes Torreon,0,Rio Bueno-Fu...,,,O1,https://aviation-safety.net/database/record.php?id=20200208-1
1905,09-FEB-2020,Boeing 737-524 (WL),VQ-BPS,Utair,0,Usinsk Airpo...,,,A2,https://aviation-safety.net/database/record.php?id=20200209-0
1906,12-FEB-2020,Cessna 560 Citation Encore,N654CE,SC Cole Aviation LLC,0,"near Benbrook, TX",,,A2,https://aviation-safety.net/database/record.php?id=20200212-0
1907,14-FEB-2020,Cessna 208 Caravan I,P2-MAI,MAF,0,Miyanmin Air...,,,A2,https://aviation-safety.net/database/record.php?id=20200214-0
1908,20-FEB-2020,Antonov An-2T,RA-40642,T-Cement,0,Magadan-13 A...,,,A1,https://aviation-safety.net/database/record.php?id=20200220-0
1909,20-FEB-2020,Beech B200 King Air,N860J,Lauren Engineers & Constructors,3,near Lake Coleman...,,,A1,https://aviation-safety.net/database/record.php?id=20200220-1
1910,20-FEB-2020,Cessna 510 Citation Mustang,N163TC,private,0,Daytona Beac...,,,A2,https://aviation-safety.net/database/record.php?id=20200220-2
1911,21-FEB-2020,DHC-3T Vazar Turbine Otter,C-FIUZ,Harbour Air,0,Vancouver-Co...,,,O2,https://aviation-safety.net/database/record.php?id=20200221-0
1912,23-FEB-2020,Bombardier Challenger 605,C-GKCP,Canadian Pacific Railway,0,Calgary Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20200223-0
1913,24-FEB-2020,Swearingen SA227-DC Metro 23,C-GJVB,"Bearskin Airlines, opb Perimeter Aviation",0,Dryden Regio...,,,A2,https://aviation-safety.net/database/record.php?id=20200224-0
1914,24-FEB-2020,DHC-6 Twin Otter 300,8Q-MBC,Trans Maldivian Airways,0,Kuredu Islan...,,,A2,https://aviation-safety.net/database/record.php?id=20200224-1
1915,25-FEB-2020,Learjet 55,N135LR,Expectra Aviation Inc.,0,Belmar/Farmi...,,,A2,https://aviation-safety.net/database/record.php?id=20200225-0
1916,25-FEB-2020,Boeing 737-301 (BDSF),PK-YSG,Trigana Air Service,0,Jayapura-Sen...,,,A2,https://aviation-safety.net/database/record.php?id=20200225-1
1917,26-FEB-2020,Antonov An-2P,UP-A0001,Orlan 2000,0,near Ust-Kamenogo...,,,A1,https://aviation-safety.net/database/record.php?id=20200226-0
1918,27-FEB-2020,Dassault Falcon 50,N951DJ,private,0,Toronto-Butt...,,,O1,https://aviation-safety.net/database/record.php?id=20200227-0
1919,28-FEB-2020,Airbus A300B4-203(F),UP-A3003,Sigma Airlines,0,Sharjah Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20200228-0
1920,29-FEB-2020,Learjet 35A,N721EC,East Coast Jets,0,Altoona Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20200229-0
1921,03-MAR-2020,Cessna S550 Citation S/II,N45NC,private,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-0
1922,03-MAR-2020,Dassault Falcon 2000,N519JD,"Caridad Aviation, LLC",0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-1
1923,03-MAR-2020,Cessna 525C CitationJet CJ4,N989CJ,Textron,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-2
1924,03-MAR-2020,Bombardier Challenger 300,N819RS,Legacy Air LLC,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-3
1925,03-MAR-2020,Beech 200 Super King Air,N186EB,Executive Business Aviation Inc,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-4
1926,03-MAR-2020,Beech 200 Super King Air,N2PY,AT Aero LLC,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-5
1927,03-MAR-2020,Learjet 55,N890AC,Jetleg Management,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-6
1928,03-MAR-2020,Cirrus SF50 Vision Jet,N217CB,BBR Air,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-7
1929,03-MAR-2020,Cessna 560 Citation Encore,N43NC,private,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-8
1930,03-MAR-2020,Dassault Falcon 7X,N377EF,private,0,Nashville-Jo...,,,O1,https://aviation-safety.net/database/record.php?id=20200303-9
1931,05-MAR-2020,Cessna 208B Super Cargomaster,N706FX,"FedEx, opb CSA Air",0,Rhinelander-...,,,A1,https://aviation-safety.net/database/record.php?id=20200305-0
1932,06-MAR-2020,DHC-6 Vistaliner 300,N72GC,Grand Canyon Airlines,0,Boulder City...,,,A2,https://aviation-safety.net/database/record.php?id=20200306-0
1933,08-MAR-2020,Boeing 767-3Q8ER,N477AX,Omni Air International,0,Shannon Airp...,,,A2,https://aviation-safety.net/database/record.php?id=20200308-0
1934,09-MAR-2020,Gulfstream G-IVSP,M-YWAY,"Platinum Jet Co., Ltd.",0,Vientiane-Wa...,,,A2,https://aviation-safety.net/database/record.php?id=20200309-0
1935,09-MAR-2020,Airbus A330-343,HS-TEU,Thai Airways International,0,Vientiane-Wa...,,,A2,https://aviation-safety.net/database/record.php?id=20200309-1
1936,12-MAR-2020,Beech 200 Super King Air,HK-5075,private,2,Claura Arrib...,,,A1,https://aviation-safety.net/database/record.php?id=20200312-0
1937,12-MAR-2020,DHC-3T Vazar Turbine Otter,C-GTMW,Martini Aviation Ltd.,0,Fort Langley...,,,A2,https://aviation-safety.net/database/record.php?id=20200312-1
1938,13-MAR-2020,Cessna 525 CitationJet,YV3452,Unknown,2,Porlamar-del...,,,A1,https://aviation-safety.net/database/record.php?id=20200313-0
1939,14-MAR-2020,Raytheon Hawker 800XP,N100AG,Gemini Air Group,0,Phoenix-Scot...,,,A1,https://aviation-safety.net/database/record.php?id=20200314-0
1940,17-MAR-2020,Cessna 208B Super Cargomaster,N274PM,Planemasters,1,"near La Crosse, R...",,,A1,https://aviation-safety.net/database/record.php?id=20200317-0
1941,19-MAR-2020,Cessna 208 Caravan I,P2-MAF,MAF,0,Yenkisa Airs...,,,A2,https://aviation-safety.net/database/record.php?id=20200319-0
1942,22-MAR-2020,Hawker Siddeley HS-125-F400B,(XB-PNK),private,0,near Caballo Blan...,,,A1,https://aviation-safety.net/database/record.php?id=20200322-0
1943,29-MAR-2020,IAI 1124A Westwind II,RP-C5880,Lionair Inc.,8,Manila-Ninoy...,,,A1,https://aviation-safety.net/database/record.php?id=20200329-0
1944,05-APR-2020,Antonov An-26,UP-AN601,Libyan National Army,,near Tarhuna,,,C1,https://aviation-safety.net/database/record.php?id=20200405-0
1945,19-APR-2020,BAe-125-700A,N700NW,private,2,"near Las Cruces, ...",,,A1,https://aviation-safety.net/database/record.php?id=20200419-0
1946,20-APR-2020,BAe-125-800A,N375TC,private,0,Laguna del T...,,,C1,https://aviation-safety.net/database/record.php?id=20200420-0
1947,23-APR-2020,Lockheed C-130J-30 Super Hercules,11-5736,USAF,0,Ramstein AFB...,,,A1,https://aviation-safety.net/database/record.php?id=20200423-0
1948,24-APR-2020,IAI 1125 Astra SP,YV3427,Inversiones SC 2012,0,Fort Lauderd...,,,A2,https://aviation-safety.net/database/record.php?id=20200424-0
1949,28-APR-2020,Beech A100 King Air,C-FCBZ,Buffalo Airways,0,Kugaaruk Air...,,,A2,https://aviation-safety.net/database/record.php?id=20200428-0
1950,02-MAY-2020,Beech B200 Super King Air,C-GSAE,Province of Saskatchewan,0,near Lloydminster...,,,A2,https://aviation-safety.net/database/record.php?id=20200502-0
1951,04-MAY-2020,Embraer EMB-120RT Brasilia,5Y-AXO,African Express Airways,6,near Bardale Airs...,,,C1,https://aviation-safety.net/database/record.php?id=20200504-0
1952,04-MAY-2020,Learjet 25D,LV-WOC,Dos Mil Aerosistema SA,0,San Fernando...,,,O2,https://aviation-safety.net/database/record.php?id=20200504-1
1953,05-MAY-2020,Learjet 35A,LV-BXU,MD Fly,3,near Esquel Airpo...,,,A1,https://aviation-safety.net/database/record.php?id=20200505-0
1954,07-MAY-2020,Hawker Siddeley HS-125,XB-RBF,private,0,southern Zul...,,,C1,https://aviation-safety.net/database/record.php?id=20200507-0
1955,08-MAY-2020,Beech 1900C,N31704,Ameriflight,0,San Antonio ...,,,A2,https://aviation-safety.net/database/record.php?id=20200508-0
1956,09-MAY-2020,Learjet 60XR,5A-UAE,United Aviation,0,Tripoli-Miti...,,,C1,https://aviation-safety.net/database/record.php?id=20200509-0
1957,09-MAY-2020,Ilyushin Il-78,no reg.,Libyan Air Force,0,Tripoli-Miti...,,,C1,https://aviation-safety.net/database/record.php?id=20200509-1
1958,16-MAY-2020,Let L-410MA,RA-67066,Unknown,0,Ulang Airstrip,,,A2,https://aviation-safety.net/database/record.php?id=20200516-0
1959,19-MAY-2020,Boeing 737-8Q8 (WL),N820TJ,Swift Air,0,near Victorville-...,,,A2,https://aviation-safety.net/database/record.php?id=20200519-0
1960,20-MAY-2020,Cessna 501 Citation I/SP,N501KM,McWilliams LLC,0,Houston Inte...,,,A2,https://aviation-safety.net/database/record.php?id=20200520-0
1961,21-MAY-2020,Embraer C-95BM Bandeirante (EMB-110,FAB2347,Brazilian AF,0,Natal Air Fo...,,,A2,https://aviation-safety.net/database/record.php?id=20200521-0
1962,22-MAY-2020,Airbus A320-214,AP-BLD,PIA,97+ 1,near Karachi-Jinn...,,,A1,https://aviation-safety.net/database/record.php?id=20200522-0
1963,26-MAY-2020,Beech 200 Super King Air,,private,0,"near Morocoy, Qui...",,,C1,https://aviation-safety.net/database/record.php?id=20200526-0
1964,28-MAY-2020,BAe-125-700A,N720PT,private,0,near Sarteneja,,,A1,https://aviation-safety.net/database/record.php?id=20200528-0
1965,30-MAY-2020,Beech 200 Super King Air,,private,0,Región Costa...,,,C1,https://aviation-safety.net/database/record.php?id=20200530-0
1966,30-MAY-2020,DHC-6 Twin Otter 100,N52FW,"Kapowsin Air Sports, opf Skydive San Diego",0,San Diego-Br...,,,A2,https://aviation-safety.net/database/record.php?id=20200530-1
1967,08-JUN-2020,Lockheed C-130H3 Hercules,94-6706,USAF,0,Al Taji Army...,,,A1,https://aviation-safety.net/database/record.php?id=20200608-0
1968,13-JUN-2020,Beech 300 Super King Air 350,N858UP,Gama Aviation Signature,0,Bedford-Hans...,,,A2,https://aviation-safety.net/database/record.php?id=20200613-0
1969,14-JUN-2020,Airbus A320-271N,VP-BWC,S7 Airlines,0,Saint Peters...,,,A2,https://aviation-safety.net/database/record.php?id=20200614-0
1970,14-JUN-2020,Airbus A320-232,VP-BDL,Ural Airlines,0,Saint Peters...,,,A2,https://aviation-safety.net/database/record.php?id=20200614-1
1971,15-JUN-2020,Grumman G-1159 Gulfstream II,N27SL,private,1,Machiques de...,,,C1,https://aviation-safety.net/database/record.php?id=20200615-0
1972,16-JUN-2020,DHC-8-402Q Dash 8,G-JECK,Nordic Aviation Capital,0,Aberdeen-Dyc...,,,A2,https://aviation-safety.net/database/record.php?id=20200616-0
1973,19-JUN-2020,Gulfstream American G-1159A Gulfstr,N516TR,private,0,"El Chico, Re...",,,C1,https://aviation-safety.net/database/record.php?id=20200619-0
1974,02-JUL-2020,Grumman G-1159 Gulfstream II SP,XB-NRX,private,0,Mapastepec,,,C1,https://aviation-safety.net/database/record.php?id=20200702-0
1975,05-JUL-2020,BAe-125-700A,XB-RCM,private,0,near José Maria M...,,,C1,https://aviation-safety.net/database/record.php?id=20200705-0
1976,07-JUL-2020,Hawker 800XP,N339AV,private,0,within Venez...,,,C1,https://aviation-safety.net/database/record.php?id=20200707-0
1977,13-JUL-2020,Antonov An-2R,RA-40851,Zeus-Avia,2.0,"near Kistenevo, B...",,,A1,https://aviation-safety.net/database/record.php?id=20200713-0
1978,13-JUL-2020,BN-2A-27 Islander,N200MU,Tropic Air Charters,0.0,Fort Lauderd...,,,A2,https://aviation-safety.net/database/record.php?id=20200713-1
1979,14-JUL-2020,DHC-8-402Q (PF) Dash 8,5Y-VVU,Blue Bird Aviation,0.0,Beledweyne-U...,,,A1,https://aviation-safety.net/database/record.php?id=20200714-0
1980,15-JUL-2020,Beech B300 King Air 350i,EM-809,Turkish Police,7.0,near Van-Ferit Me...,,,A1,https://aviation-safety.net/database/record.php?id=20200715-0
1981,17-JUL-2020,Beech 200 Super King Air,C-FSKQ,Skyjet Aviation,0.0,Rouyn Airpor...,,,A2,https://aviation-safety.net/database/record.php?id=20200717-0
1982,19-JUL-2020,Antonov An-2R,RA-71276,Phoenix,6.0,"near Tagarkhay, B...",,,A1,https://aviation-safety.net/database/record.php?id=20200719-0
1983,20-JUL-2020,Beech B200 Super King Air,N740P,private,0.0,near Brus Laguna,,,C1,https://aviation-safety.net/database/record.php?id=20200720-0
1984,22-JUL-2020,Boeing 777-F60,ET-ARH,Ethiopian Airlines,0.0,Shanghai Pud...,,,O1,https://aviation-safety.net/database/record.php?id=20200722-0
1985,22-JUL-2020,Beech Beechjet 400A,N425BJ,N425BJ LLC,0.0,Montgomery R...,,,A2,https://aviation-safety.net/database/record.php?id=20200722-1
1986,25-JUL-2020,Cessna 208B Grand Caravan,XA-FTG,AX Transporter,0.0,Holbox Airstrip,,,A2,https://aviation-safety.net/database/record.php?id=20200725-0
1987,26-JUL-2020,Gulfstream Aerospace G-1159A Gulfst,N450BD,private,0.0,"near El Chal, Pet...",,,C1,https://aviation-safety.net/database/record.php?id=20200726-0
1988,30-JUL-2020,Beech 200 Super King Air,N515BA,private,0.0,"Rio Negro, Z...",,,C1,https://aviation-safety.net/database/record.php?id=20200730-0
1989,01-AUG-2020,Airbus A321-211 (WL),VP-BAX,Aeroflot,0.0,Moskva-Shere...,,,O2,https://aviation-safety.net/database/record.php?id=20200801-0
1990,03-AUG-2020,Antonov An-72TK-100,RA-74044,"UTair-Cargo, opf UN",0.0,Gao Airport ...,,,A1,https://aviation-safety.net/database/record.php?id=20200803-0
1991,04-AUG-2020,Harbin Y-12-II,KAF128,Kenyan AF,0.0,Dhobley Airs...,,,A2,https://aviation-safety.net/database/record.php?id=20200804-0
1992,07-AUG-2020,Boeing 737-8HG (WL),VT-AXH,Air India Express,21.0,Kozhikode-Ca...,,,A1,https://aviation-safety.net/database/record.php?id=20200807-0
1993,08-AUG-2020,Canadair CL-215,EC-HET,"ANEPC, opb Babcock",1.0,Lobios,,,A1,https://aviation-safety.net/database/record.php?id=20200808-0
1994,08-AUG-2020,BAe-125,,private,0.0,Ixcán,,,C1,https://aviation-safety.net/database/record.php?id=20200808-1
1995,09-AUG-2020,BAe-125-800A,XB-RAY,private,0.0,near Maracaibo-La...,,,C1,https://aviation-safety.net/database/record.php?id=20200809-0
1996,10-AUG-2020,Rockwell Sabreliner 75A,N400RS,private,2.0,near Paraguaná,,,C1,https://aviation-safety.net/database/record.php?id=20200810-0
1997,12-AUG-2020,Beech B200 King Air,N316JP,private,0.0,"Santa Ana, B...",,,C1,https://aviation-safety.net/database/record.php?id=20200812-0
1998,13-AUG-2020,Let L-410UVP-E3,9S-GEN,Doren Air Congo,4.0,near Bukavu-Kavum...,,,A1,https://aviation-safety.net/database/record.php?id=20200813-0
1999,16-AUG-2020,Cessna 208B Grand Caravan,5Y-SAV,City Link,0.0,New Fangak A...,,,A1,https://aviation-safety.net/database/record.php?id=20200816-0
2000,18-AUG-2020,ATR 72-600 (72-212A),6V-ASN,Air Senegal,0.0,Ziguinchor A...,,,A2,https://aviation-safety.net/database/record.php?id=20200818-0
2001,19-AUG-2020,Boeing 767-3S2FER,N146FE,FedEx,0.0,Los Angeles ...,,,A2,https://aviation-safety.net/database/record.php?id=20200819-0
2002,20-AUG-2020,Beech 200 Super King Air,N198DM,Bomac Air,1.0,Chicago/Rock...,,,A1,https://aviation-safety.net/database/record.php?id=20200820-0
2003,22-AUG-2020,Antonov An-26B,EX-126,South West Aviation,7.0,near Juba Airport...,,,A1,https://aviation-safety.net/database/record.php?id=20200822-0
2004,27-AUG-2020,Boeing 747SP-21,VQ-BMS,Las Vegas Sands Corporation,0.0,Lake Charles...,,,O1,https://aviation-safety.net/database/record.php?id=20200827-0
2005,28-AUG-2020,Boeing 767-324ER,N423AX,Omni Air International,0.0,Bucharest Ba...,,,A2,https://aviation-safety.net/database/record.php?id=20200828-0
2006,29-AUG-2020,Dassault Falcon 200,XB-OAP,private,0.0,Palenque Air...,,,A1,https://aviation-safety.net/database/record.php?id=20200829-0
2007,29-AUG-2020,Boeing 737-81D (WL),JA73NM,Skymark Airlines,0.0,near Tokyo-Haneda...,,,A2,https://aviation-safety.net/database/record.php?id=20200829-1
2008,07-SEP-2020,Gulfstream G200 Galaxy,PR-AUR,W.R.V.,0.0,Belo Horizon...,,,A2,https://aviation-safety.net/database/record.php?id=20200907-0
2009,07-SEP-2020,Cessna 208B Grand Caravan,N186GC,Grand Canyon Airlines,0.0,Whitmore-Gra...,,,A2,https://aviation-safety.net/database/record.php?id=20200907-1
2010,11-SEP-2020,Cessna 208B Grand Caravan,5Y-CDH ?,Unknown,0.0,Maji Moto ar...,,,A1,https://aviation-safety.net/database/record.php?id=20200911-0
2011,15-SEP-2020,Beech 200 King Air,,private,0.0,Machiques de...,,,C1,https://aviation-safety.net/database/record.php?id=20200915-0
2012,18-SEP-2020,Learjet,,private,0.0,Zanja,,,C1,https://aviation-safety.net/database/record.php?id=20200918-0
2013,19-SEP-2020,Fokker 50,5Y-MHT,"Silverstone Air Services, opf Saacid Airlines",0.0,Mogadishu Ad...,,,A1,https://aviation-safety.net/database/record.php?id=20200919-0
2014,21-SEP-2020,Learjet 35,false reg.,private,0.0,Santha Martha,,,A1,https://aviation-safety.net/database/record.php?id=20200921-0
2015,22-SEP-2020,Cessna 208B Grand Caravan,HK-4669-G,private,0.0,near Guaymaral Ai...,,,A2,https://aviation-safety.net/database/record.php?id=20200922-0
2016,23-SEP-2020,BAe-125-800A,XB-PYZ,private,4.0,Alta Verapaz...,,,A1,https://aviation-safety.net/database/record.php?id=20200923-0
2017,25-SEP-2020,Antonov An-26Sh,76 yellow,Ukraine Air Force,26.0,near Chuhuiv Air ...,,,A1,https://aviation-safety.net/database/record.php?id=20200925-0
2018,25-SEP-2020,BAe-125,,private,,"Catatumbo, E...",,,C1,https://aviation-safety.net/database/record.php?id=20200925-1
2019,27-SEP-2020,Canadair Challenger 600,N100QR,private,0.0,Sur del Lago...,,,C1,https://aviation-safety.net/database/record.php?id=20200927-0
2020,28-SEP-2020,Antonov An-2,,Unknown,0.0,near Martuni,,,C1,https://aviation-safety.net/database/record.php?id=20200928-0
2021,29-SEP-2020,Lockheed KC-130J Hercules,166765,USMC,0.0,"near Salton City, CA",,,A2,https://aviation-safety.net/database/record.php?id=20200929-0
2022,04-OCT-2020,Gulfstream American G-1159A Gulfstr,N305LR,private,0.0,"Machiques, Z...",,,C1,https://aviation-safety.net/database/record.php?id=20201004-0
2023,05-OCT-2020,BAe-125,,private,0.0,Sergio Butró...,,,C1,https://aviation-safety.net/database/record.php?id=20201005-0
2024,05-OCT-2020,DHC-6 Twin Otter 300,8Q-TMF,Trans Maldivian Airways,0.0,Malé-Velana ...,,,A1,https://aviation-safety.net/database/record.php?id=20201005-1
2025,10-OCT-2020,Cessna 208B Grand Caravan,5H-NWA,Duk Air Travel,0.0,Mundri Airstrip,,,A2,https://aviation-safety.net/database/record.php?id=20201010-0
